n,m,p,mode,rep,seed,T_stop,converged,cycle_len,phi_0,phi_f,k_components,winner_flip,winner_item,consensus_frac,delta_FR
100,12,0.1,sync,68,1968164608,13,1,0,24494,0,100,1,2,1.0,45.3
200,15,0.1,sync,98,1321219815,10,1,0,144104,0,200,0,5,1.0,70.84
50,12,0.05,sync,0,1798281472,39,0,2,3278,1760,1,1,0,0.66,47.8
150,8,0.5,sync,107,274783411,5,1,0,119088,0,150,0,2,1.0,20.093333333333334
150,8,0.2,sync,96,514937933,5,1,0,47814,0,150,0,4,1.0,20.426666666666662
100,10,0.5,sync,58,447192226,4,1,0,82570,0,100,1,3,1.0,31.12
150,8,0.05,async,105,2065202528,2079,1,0,12008,304,16,0,1,1.0,19.68
100,8,0.05,async,98,706916466,1465,1,0,5400,0,100,0,4,1.0,20.16
50,15,0.2,sync,82,403697877,13,1,0,18986,0,50,0,7,1.0,68.72
100,15,0.7,sync,25,1108119828,5,1,0,258946,0,100,0,13,1.0,69.94
50,10,0.05,sync,104,475735994,15,0,2,2082,1820,1,0,1,0.24,32.28
50,8,0.2,async,43,1377407117,251,1,0,5430,0,50,0,0,1.0,19.84
20,5,0.05,sync,60,1187151216,9,0,2,148,154,1,1,1,0.4,7.8
200,10,0.7,sync,42,2090718310,3,1,0,461460,0,200,0,8,1.0,32.01
20,12,0.05,async,63,957567083,182,1,0,1216,146,13,0,4,0.85,38.3
20,10,0.1,sync,98,796031080,14,0,2,1132,462,1,1,0,1.0,24.3
150,12,0.2,async,45,403236239,1449,1,0,106702,0,150,1,5,1.0,45.973333333333336
200,15,0.2,async,27,538467577,1270,1,0,301616,0,200,1,1,1.0,71.73
20,5,0.7,sync,76,942465690,3,1,0,1110,0,20,0,4,1.0,6.8
50,5,0.2,async,79,388967353,236,1,0,2270,0,50,1,1,1.0,7.28
20,10,0.2,async,99,784214001,198,1,0,1186,116,8,1,2,1.0,28.3
200,8,0.2,async,18,175514021,1102,1,0,83022,0,200,0,5,1.0,19.95
50,12,0.7,async,51,1139142667,365,1,0,39618,0,50,1,2,1.0,44.84
100,5,0.5,async,94,952901539,518,1,0,19818,0,100,1,0,1.0,7.38
50,10,0.3,sync,101,709416648,6,1,0,12020,0,50,1,2,1.0,30.32
200,8,0.1,sync,86,904880254,7,1,0,41104,0,200,0,3,1.0,19.98
50,15,0.1,sync,46,748268401,19,0,2,9872,1812,1,1,1,0.54,70.72
50,5,0.7,async,94,242718452,181,1,0,6874,0,50,0,2,1.0,7.36
20,5,0.7,sync,5,880932029,6,1,0,1054,0,20,0,2,1.0,6.1
20,15,0.3,sync,4,213764526,17,0,2,4440,132,1,0,3,1.0,63.9
100,10,0.05,sync,95,1624117194,26,0,2,8532,1054,4,1,0,1.0,31.32
50,5,0.3,sync,76,1880661163,5,1,0,2866,0,50,0,4,1.0,7.04
100,8,0.3,sync,114,21869168,5,1,0,30428,0,100,1,4,1.0,20.08
20,5,0.7,sync,92,599838329,3,1,0,934,0,20,1,0,1.0,6.8
150,5,0.7,sync,52,1763160815,3,1,0,62638,0,150,0,4,1.0,7.6
20,12,0.05,async,17,2022253173,119,1,0,1156,118,10,1,1,0.8,41.3
20,10,0.05,async,34,929080521,119,1,0,710,78,11,1,0,1.0,26.6
200,8,0.5,sync,73,2069425989,4,1,0,207298,0,200,0,1,1.0,19.85
200,5,0.05,async,62,2035792299,1573,1,0,7870,0,200,1,0,1.0,7.49
50,10,0.3,sync,86,671437378,5,1,0,11726,0,50,0,0,1.0,29.96
150,8,0.3,sync,16,85487743,4,1,0,69732,0,150,0,7,1.0,19.89333333333333
200,12,0.2,async,119,1653033778,1093,1,0,185602,0,200,1,2,1.0,45.15
200,8,0.1,async,8,269002622,1359,1,0,41090,0,200,0,5,1.0,19.77
200,15,0.1,sync,11,1602313515,9,1,0,151002,0,200,0,11,1.0,72.21
50,8,0.2,sync,117,833305423,16,1,0,4894,0,50,0,1,1.0,19.88
200,15,0.2,async,9,1642308200,1312,1,0,303216,0,200,1,7,1.0,71.12
50,5,0.1,sync,111,1598690772,8,1,0,1094,0,50,1,0,1.0,7.92
200,8,0.7,sync,62,1856252513,4,1,0,289526,0,200,0,7,1.0,20.09
100,10,0.5,sync,8,88803923,3,1,0,81974,0,100,1,6,1.0,31.04
200,8,0.2,sync,115,1426810034,4,1,0,83164,0,200,1,0,1.0,20.01
100,12,0.7,async,57,1571903161,570,1,0,163398,0,100,1,8,1.0,44.52
150,5,0.5,async,31,1739503437,905,1,0,44626,0,150,0,2,1.0,7.613333333333333
150,15,0.3,async,107,1682925165,977,1,0,250700,0,150,1,9,1.0,70.46666666666667
100,15,0.05,sync,18,600216761,26,0,2,18194,1814,1,1,1,0.71,69.26
100,10,0.05,async,12,1795405706,1045,1,0,8828,0,100,1,0,1.0,30.7
100,15,0.3,async,15,717132689,576,1,0,117028,0,100,1,6,1.0,69.46
150,8,0.2,sync,48,1443481129,6,1,0,46490,0,150,1,2,1.0,20.08
200,5,0.05,sync,93,1123843722,8,1,0,7832,0,200,0,0,1.0,7.71
50,8,0.7,async,87,811980484,221,1,0,17332,0,50,0,0,1.0,18.88
100,5,0.05,async,39,2143665674,1891,1,0,2018,32,85,0,2,0.98,7.4
50,10,0.05,async,72,1867630089,654,1,0,2368,260,18,1,1,0.9,27.88
100,15,0.1,sync,53,1487786656,16,0,2,36666,486,2,1,0,1.0,70.78
200,10,0.5,async,86,701845895,1218,1,0,330360,0,200,0,9,1.0,31.25
20,15,0.3,sync,3,693710044,12,0,2,3836,1488,1,0,4,0.5,65.9
150,10,0.3,sync,47,1827121274,5,1,0,115118,0,150,0,7,1.0,31.12
50,15,0.05,async,73,86915348,781,1,0,5116,326,16,1,0,0.94,66.12
20,15,0.1,sync,63,541264361,15,0,2,2320,1492,1,1,0,0.6,72.1
150,12,0.1,sync,48,1057055600,7,1,0,55256,0,150,0,11,1.0,45.29333333333334
20,8,0.5,async,88,1174174842,106,1,0,1980,0,20,1,5,1.0,18.1
200,15,0.5,async,46,1151071755,1166,1,0,749288,0,200,0,1,1.0,70.35
200,12,0.1,async,49,1565688465,1599,1,0,93372,0,200,1,3,1.0,45.62
100,10,0.3,sync,11,1804057636,4,1,0,47076,0,100,0,2,1.0,30.54
20,8,0.05,async,75,528405782,152,1,0,492,78,15,1,0,0.85,17.8
20,12,0.05,sync,46,974161702,16,0,2,1214,446,1,1,1,0.35,38.4
200,8,0.5,async,87,1245845389,1548,1,0,209070,0,200,0,7,1.0,19.59
150,5,0.2,async,43,822251168,1180,1,0,17986,0,150,1,0,1.0,7.653333333333333
50,8,0.05,async,18,2038775374,573,1,0,1390,162,19,1,1,0.6,17.44
20,8,0.7,async,80,1867326234,62,1,0,2822,0,20,1,5,1.0,16.9
20,12,0.3,sync,4,560392860,14,0,2,2548,872,1,0,0,1.0,42.0
150,5,0.5,async,5,1990585360,1510,1,0,44326,0,150,0,0,1.0,7.466666666666667
100,5,0.7,async,54,1426647916,369,1,0,27930,0,100,0,4,1.0,7.4
200,8,0.3,async,62,1556810812,1101,1,0,127732,0,200,0,0,1.0,20.36
150,8,0.2,async,71,1092052598,1202,1,0,49090,0,150,0,6,1.0,20.01333333333333
150,12,0.2,async,62,1827485895,1066,1,0,105940,0,150,1,0,1.0,45.02666666666666
200,15,0.7,async,111,1045204659,1126,1,0,1038138,0,200,0,5,1.0,71.27
100,12,0.1,async,22,595311380,1274,1,0,24866,620,6,1,2,1.0,45.56
100,12,0.2,async,5,963750393,777,1,0,49262,0,100,1,0,1.0,45.68
100,8,0.3,sync,20,1117742298,7,1,0,30960,0,100,1,0,1.0,19.78
100,5,0.3,async,10,1775489388,464,1,0,11690,0,100,1,0,1.0,7.7
200,10,0.2,async,101,1933742405,1001,1,0,130750,0,200,1,0,1.0,31.33
100,5,0.2,sync,59,1219109260,7,1,0,8034,0,100,0,2,1.0,7.74
150,10,0.3,async,8,1886311151,779,1,0,113216,0,150,1,4,1.0,31.24
200,12,0.7,sync,34,83368898,3,1,0,671026,0,200,0,1,1.0,45.6
150,10,0.1,sync,38,1370687367,14,1,0,37132,0,150,0,2,1.0,31.52
100,12,0.2,sync,48,1430278753,8,1,0,47686,0,100,0,6,1.0,44.72
200,10,0.2,sync,23,1980348801,6,1,0,128864,0,200,1,0,1.0,31.57
200,10,0.5,async,6,68821278,1081,1,0,328200,0,200,1,1,1.0,31.31
20,5,0.7,sync,20,1018250186,3,1,0,1028,0,20,0,1,1.0,7.2
200,12,0.5,sync,107,2033407614,4,1,0,474412,0,200,0,4,1.0,45.52
50,15,0.2,async,105,2100414107,343,1,0,19150,0,50,1,7,1.0,68.96
200,5,0.3,async,85,2117729917,1169,1,0,47980,0,200,0,1,1.0,7.51
200,8,0.3,async,111,247660985,1127,1,0,126830,0,200,0,3,1.0,20.22
150,8,0.05,sync,96,886411086,18,0,2,12470,556,6,0,3,1.0,19.986666666666668
50,15,0.5,sync,99,1876854204,5,1,0,46398,0,50,1,11,1.0,67.64
200,15,0.1,sync,36,1731838223,9,1,0,148256,0,200,1,2,1.0,70.79
200,8,0.05,sync,43,2146890921,8,1,0,20770,0,200,1,2,1.0,19.83
100,10,0.7,sync,108,473106800,3,1,0,114522,0,100,1,3,1.0,30.88
150,12,0.3,async,27,416106504,795,1,0,157364,0,150,0,4,1.0,44.61333333333334
200,12,0.3,async,58,393397423,1306,1,0,282066,0,200,0,3,1.0,44.9
150,5,0.7,async,66,840241328,1136,1,0,62708,0,150,1,2,1.0,7.4
20,12,0.3,async,72,422241026,89,1,0,2950,42,3,1,6,1.0,42.0
150,8,0.1,async,22,2002397428,1030,1,0,23392,0,150,1,2,1.0,20.30666666666667
20,10,0.05,async,12,1606541794,169,1,0,782,132,10,0,4,0.65,25.9
100,5,0.2,sync,76,396536381,7,1,0,7742,0,100,0,0,1.0,7.46
150,12,0.7,sync,90,1972467927,3,1,0,370948,0,150,1,11,1.0,45.24
100,12,0.5,sync,22,1829606234,5,1,0,115148,0,100,1,0,1.0,44.68
200,8,0.2,async,87,1097599831,1067,1,0,84418,0,200,1,1,1.0,20.05
100,15,0.3,sync,74,841033688,6,1,0,111546,0,100,1,9,1.0,70.52
200,5,0.05,async,14,916190734,1666,1,0,8374,0,200,1,0,1.0,7.82
200,8,0.1,async,17,741154691,1468,1,0,42100,0,200,0,1,1.0,20.73
20,12,0.3,async,116,1214802128,174,1,0,2772,130,4,1,1,0.6,40.5
20,8,0.2,async,100,356261460,161,1,0,584,66,8,1,0,0.6,19.2
20,10,0.1,sync,31,1160876769,14,0,2,1062,436,1,1,1,0.5,27.0
150,15,0.3,async,28,768632804,1085,1,0,253174,0,150,1,0,1.0,71.30666666666667
100,10,0.3,async,115,1506369317,402,1,0,50354,0,100,0,4,1.0,30.7
100,8,0.2,async,78,1593854122,635,1,0,21754,0,100,0,6,1.0,19.58
200,12,0.7,async,107,90328670,1104,1,0,663724,0,200,0,9,1.0,44.71
100,15,0.3,sync,76,2127965187,6,1,0,114800,0,100,1,4,1.0,71.34
200,12,0.3,sync,69,1445841618,4,1,0,286020,0,200,0,1,1.0,45.41
50,12,0.05,async,31,957448843,950,1,0,3426,416,12,0,6,0.38,41.8
20,10,0.3,async,81,697745379,162,1,0,1826,90,6,0,1,1.0,30.7
50,8,0.7,async,115,1947168947,225,1,0,18158,0,50,0,6,1.0,18.44
150,10,0.05,sync,88,573351986,15,1,0,18196,0,150,1,2,1.0,31.813333333333333
20,5,0.7,async,17,2130054634,66,1,0,1104,0,20,0,1,1.0,7.2
50,15,0.7,sync,109,1366826086,4,1,0,64382,0,50,0,11,1.0,68.76
100,15,0.3,async,41,466050766,996,1,0,113520,0,100,0,5,1.0,69.56
150,5,0.05,async,11,1290416221,1923,1,0,4536,0,150,1,0,1.0,7.573333333333333
20,8,0.1,sync,18,798838476,11,0,2,460,462,1,0,2,0.4,21.9
100,12,0.05,sync,77,479272143,22,0,2,13738,1356,1,1,0,1.0,44.5
200,10,0.5,async,37,2010995722,1340,1,0,331870,0,200,0,9,1.0,31.59
100,5,0.1,sync,23,169796112,7,1,0,3812,0,100,1,0,1.0,7.48
50,15,0.05,sync,98,1756623218,19,0,2,4970,3658,1,0,1,0.38,73.84
200,5,0.7,sync,86,1937226100,2,1,0,111680,0,200,0,2,1.0,7.53
200,5,0.3,sync,27,100604654,3,1,0,48098,0,200,0,3,1.0,7.49
20,10,0.2,sync,68,166599787,13,0,2,1174,720,1,1,4,0.35,30.4
200,15,0.05,async,12,2096702122,2026,1,0,69388,0,200,0,0,1.0,73.08
200,10,0.1,sync,79,2089598344,8,1,0,66864,0,200,1,2,1.0,31.53
150,12,0.1,sync,96,29173517,8,1,0,54620,0,150,1,0,1.0,44.306666666666665
20,8,0.7,async,30,1508937931,75,1,0,2676,0,20,1,2,1.0,18.3
100,12,0.2,async,85,1497436123,609,1,0,45178,0,100,1,0,1.0,45.12
100,12,0.1,async,11,983711460,1055,1,0,21568,0,100,1,1,1.0,44.6
20,10,0.5,sync,111,1757112905,8,1,0,3154,0,20,1,0,1.0,26.5
150,8,0.2,sync,101,560710652,6,1,0,47836,0,150,1,6,1.0,20.28
100,5,0.3,sync,117,1823786054,4,1,0,11724,0,100,0,1,1.0,7.32
50,8,0.7,sync,51,264877596,3,1,0,18024,0,50,0,0,1.0,18.88
200,15,0.3,sync,56,270485988,4,1,0,449042,0,200,0,10,1.0,71.11
200,15,0.5,async,0,1318401689,1108,1,0,741022,0,200,0,4,1.0,70.95
150,8,0.05,sync,109,1784942505,14,1,0,11146,0,150,0,0,1.0,20.24
20,12,0.3,async,53,2006027167,169,1,0,2926,0,20,1,4,1.0,41.0
50,12,0.7,sync,12,1027877709,4,1,0,41642,0,50,1,0,1.0,44.64
150,12,0.05,sync,12,60868401,19,0,2,24094,1086,1,1,2,1.0,45.8
200,10,0.1,async,58,945608711,1429,1,0,66548,0,200,0,7,1.0,32.26
100,10,0.7,sync,48,23173059,4,1,0,115204,0,100,0,0,1.0,30.86
200,8,0.7,async,48,2044967098,972,1,0,292422,0,200,0,6,1.0,19.99
100,5,0.2,sync,5,335002720,6,1,0,7914,0,100,0,4,1.0,7.5
100,5,0.05,sync,24,1299708144,15,0,2,1974,222,20,1,0,1.0,7.94
20,10,0.3,sync,114,956444256,9,1,0,2044,0,20,1,1,1.0,28.6
100,10,0.1,sync,115,296689407,11,1,0,16196,0,100,0,5,1.0,30.12
20,5,0.5,sync,117,1330936593,5,1,0,756,0,20,1,0,1.0,6.8
100,8,0.3,sync,117,928194036,5,1,0,31740,0,100,0,4,1.0,19.92
200,10,0.5,sync,25,1268042210,4,1,0,329382,0,200,1,4,1.0,31.61
20,8,0.2,async,41,1673204736,191,1,0,876,0,20,0,4,1.0,20.4
200,15,0.7,async,5,762600852,1361,1,0,1037054,0,200,1,3,1.0,70.57
200,8,0.7,sync,105,881936598,3,1,0,291808,0,200,0,3,1.0,19.96
200,12,0.1,async,52,324529685,1961,1,0,89522,0,200,1,0,1.0,44.56
150,8,0.05,sync,26,344931907,17,1,0,11132,0,150,0,4,1.0,19.30666666666667
200,8,0.3,async,2,1206215958,1138,1,0,124222,0,200,0,3,1.0,20.34
100,10,0.5,sync,91,1528814521,7,1,0,83188,0,100,0,6,1.0,30.72
50,10,0.7,sync,11,1090266554,4,1,0,29608,0,50,1,5,1.0,30.4
150,8,0.5,async,35,1399834641,721,1,0,117740,0,150,1,1,1.0,20.08
20,10,0.5,sync,109,370842519,5,1,0,3186,0,20,1,0,1.0,26.4
150,5,0.3,async,102,1822107417,567,1,0,26336,0,150,0,1,1.0,7.64
100,10,0.1,async,64,1025547108,742,1,0,17664,0,100,0,0,1.0,31.48
150,12,0.5,async,14,1831211678,855,1,0,269140,0,150,1,7,1.0,45.653333333333336
200,8,0.5,sync,113,288124093,3,1,0,208476,0,200,0,3,1.0,19.95
20,5,0.2,async,10,1933856337,159,1,0,358,0,20,1,0,1.0,8.5
20,12,0.5,sync,111,2070044666,6,1,0,4618,0,20,1,0,1.0,41.6
200,12,0.5,async,40,1056747915,1426,1,0,478530,0,200,0,1,1.0,45.79
200,8,0.2,sync,17,1996964927,6,1,0,82592,0,200,1,6,1.0,19.95
200,10,0.3,async,17,1562413014,1313,1,0,194212,0,200,1,0,1.0,31.72
200,5,0.3,sync,99,1929015332,6,1,0,48388,0,200,1,0,1.0,7.83
150,5,0.05,sync,83,264703878,10,1,0,4728,0,150,0,0,1.0,7.506666666666667
50,15,0.3,sync,26,1068218062,13,0,2,26548,272,1,1,9,1.0,66.36
20,15,0.05,async,106,511747807,310,1,0,1428,156,13,1,7,0.45,64.2
150,5,0.2,sync,67,725082021,4,1,0,17168,0,150,0,2,1.0,7.346666666666667
20,10,0.5,sync,69,103999654,7,1,0,2998,0,20,1,0,1.0,28.3
50,10,0.2,sync,118,2029430764,10,1,0,7406,0,50,1,6,1.0,29.32
50,5,0.3,async,109,1521439183,238,1,0,3004,0,50,0,1,1.0,7.4
200,15,0.1,async,116,824679678,1366,1,0,145560,0,200,1,2,1.0,71.52
50,12,0.05,async,65,1658464507,735,1,0,3312,486,17,1,2,0.46,44.52
150,15,0.05,async,113,208085731,2137,1,0,41038,0,150,0,0,1.0,71.24
50,8,0.2,sync,53,2104475980,11,1,0,5054,0,50,1,2,1.0,19.2
150,10,0.3,async,116,1308362809,768,1,0,107374,0,150,0,9,1.0,31.613333333333333
50,10,0.3,async,106,1461828740,362,1,0,11936,0,50,1,8,1.0,29.4
150,5,0.05,async,89,537170452,1082,1,0,4390,0,150,1,0,1.0,8.013333333333334
100,10,0.2,sync,2,374731164,7,1,0,31116,0,100,1,4,1.0,30.9
200,10,0.05,sync,29,1094245056,16,0,2,33020,828,4,1,2,1.0,31.87
20,8,0.05,sync,92,1129732020,12,0,2,400,388,1,1,0,0.7,10.9
200,15,0.1,async,39,1197318816,1648,1,0,148336,0,200,0,4,1.0,72.63
200,5,0.2,sync,40,994239420,4,1,0,31838,0,200,0,1,1.0,7.76
200,5,0.7,sync,46,1670383235,3,1,0,112024,0,200,1,1,1.0,7.69
20,15,0.5,async,113,1621224430,125,1,0,7632,0,20,0,3,1.0,63.0
150,10,0.05,sync,73,436033829,14,1,0,17552,0,150,1,0,1.0,32.32
50,10,0.5,async,72,320322945,264,1,0,20434,0,50,1,1,1.0,30.64
100,5,0.7,async,49,1380875197,656,1,0,27622,0,100,0,1,1.0,7.56
150,8,0.3,sync,4,854494454,4,1,0,67944,0,150,0,1,1.0,19.92
20,10,0.2,sync,118,524988090,18,0,2,1312,8,18,0,3,1.0,31.3
50,5,0.5,sync,58,881028156,5,1,0,4842,0,50,1,0,1.0,7.48
100,15,0.1,async,66,191873824,1099,1,0,33384,0,100,0,6,1.0,72.4
200,15,0.7,sync,38,232924037,4,1,0,1048088,0,200,1,0,1.0,70.78
20,15,0.5,sync,13,1539971249,11,0,2,7058,1162,1,1,1,1.0,64.5
150,5,0.2,async,4,75462785,746,1,0,17940,0,150,0,1,1.0,7.653333333333333
50,15,0.3,sync,110,2127622029,7,1,0,27120,0,50,0,0,1.0,67.04
150,12,0.05,sync,42,236165828,15,1,0,27940,0,150,1,1,1.0,45.333333333333336
20,12,0.5,async,104,101817023,58,1,0,4534,0,20,0,0,1.0,39.1
150,5,0.1,async,79,1601348698,863,1,0,8918,0,150,0,0,1.0,7.44
20,10,0.3,async,40,811509145,158,1,0,1904,0,20,1,5,1.0,30.6
20,8,0.05,sync,113,832877378,8,0,2,460,386,1,0,0,0.6,13.3
20,15,0.1,async,77,1865167409,108,1,0,1888,172,8,1,1,0.85,61.9
150,5,0.7,async,51,802262058,768,1,0,63290,0,150,0,4,1.0,7.76
200,5,0.5,sync,85,771922639,3,1,0,78940,0,200,0,4,1.0,7.47
20,12,0.2,sync,77,1051022504,11,0,2,1276,1154,1,0,3,0.55,47.8
150,5,0.05,async,76,1786122681,1738,1,0,4542,0,150,1,0,1.0,7.626666666666667
200,15,0.5,sync,26,360680393,4,1,0,740410,0,200,1,2,1.0,70.79
50,12,0.1,sync,94,1339373327,24,0,2,5878,904,4,0,1,0.94,43.76
20,10,0.1,sync,44,2158747075,14,0,2,840,638,1,1,4,0.6,21.6
150,12,0.05,sync,16,487247751,18,1,0,26576,0,150,1,4,1.0,46.373333333333335
150,15,0.1,async,46,1209896405,1411,1,0,83050,0,150,1,8,1.0,71.84
150,12,0.1,sync,42,1391889512,8,1,0,53532,0,150,1,5,1.0,45.76
200,15,0.7,async,65,1113195706,1789,1,0,1035882,0,200,1,13,1.0,70.95
150,5,0.5,async,77,1572173503,624,1,0,45918,0,150,1,3,1.0,7.826666666666667
20,10,0.5,async,28,187747975,90,1,0,3222,0,20,1,2,1.0,30.0
200,12,0.05,async,19,753426053,2828,1,0,47750,0,200,0,1,1.0,44.35
150,8,0.3,sync,54,1212882757,4,1,0,71024,0,150,0,0,1.0,19.706666666666667
200,5,0.3,sync,73,32613607,4,1,0,48452,0,200,0,2,1.0,7.56
100,8,0.1,async,96,1428647514,792,1,0,9806,0,100,1,2,1.0,19.54
50,8,0.05,async,61,1064459459,959,1,0,1698,380,14,1,0,0.56,19.08
150,5,0.1,sync,112,1976331620,7,1,0,8722,0,150,0,4,1.0,7.533333333333333
20,8,0.3,async,24,885308782,133,1,0,1396,0,20,0,4,1.0,18.6
20,10,0.1,async,113,851612918,193,1,0,974,148,9,0,0,1.0,26.3
50,12,0.05,sync,49,389792758,36,0,2,3512,1004,1,0,1,0.76,41.8
50,12,0.05,sync,35,2019351618,25,0,2,3286,2618,1,0,3,0.36,48.28
150,8,0.1,sync,69,747821490,7,1,0,23646,0,150,0,0,1.0,20.32
150,10,0.7,async,65,288517450,953,1,0,255984,0,150,0,0,1.0,30.84
100,5,0.3,sync,86,2029095258,5,1,0,11822,0,100,0,2,1.0,7.58
100,10,0.3,sync,15,82953338,7,1,0,47688,0,100,1,2,1.0,31.28
200,15,0.5,async,30,1493699116,1425,1,0,743706,0,200,0,4,1.0,70.96
200,5,0.2,async,96,772155434,876,1,0,31950,0,200,1,0,1.0,7.67
100,15,0.05,sync,20,1887148260,34,0,2,17514,1410,1,1,0,1.0,72.96
100,15,0.2,sync,44,2125145333,7,1,0,71670,0,100,0,5,1.0,70.28
200,5,0.7,async,23,1386945751,1180,1,0,110964,0,200,0,0,1.0,7.58
100,5,0.05,async,4,1823256641,1281,1,0,1996,170,55,1,0,1.0,8.02
150,15,0.7,sync,77,1807069439,3,1,0,585670,0,150,1,2,1.0,70.01333333333334
200,8,0.3,async,106,201888266,1567,1,0,123422,0,200,0,1,1.0,20.04
50,12,0.05,async,6,827924135,452,1,0,3234,696,18,1,3,0.32,42.48
20,10,0.2,sync,71,1072924655,17,0,2,1416,682,1,1,0,0.3,33.5
150,15,0.5,sync,5,580232317,4,1,0,412908,0,150,1,5,1.0,70.14666666666666
150,5,0.2,sync,59,1920468082,7,1,0,17994,0,150,1,0,1.0,7.746666666666667
50,15,0.2,sync,39,1378013792,11,1,0,17558,0,50,0,0,1.0,68.24
100,5,0.2,async,41,1786765345,752,1,0,8100,0,100,0,4,1.0,7.88
200,5,0.5,async,101,2040594388,1384,1,0,79142,0,200,0,0,1.0,7.56
50,10,0.1,async,9,1148336465,770,1,0,4394,174,6,1,1,1.0,29.16
20,8,0.7,sync,35,1584726095,3,1,0,2648,0,20,0,7,1.0,16.4
150,5,0.2,sync,2,229375561,6,1,0,18134,0,150,1,0,1.0,7.88
20,8,0.2,async,55,43645876,216,1,0,1170,0,20,1,2,1.0,20.2
100,8,0.7,sync,25,22112443,4,1,0,73072,0,100,1,4,1.0,19.68
20,12,0.2,async,27,1399273574,195,1,0,1234,242,7,1,0,0.75,38.4
200,15,0.7,sync,42,758642274,3,1,0,1035514,0,200,0,7,1.0,69.57
50,10,0.5,sync,93,1464312578,5,1,0,20382,0,50,0,7,1.0,30.04
50,10,0.1,async,40,943027261,1047,1,0,4206,102,21,0,0,1.0,30.32
100,5,0.1,sync,75,1815115914,9,1,0,3836,0,100,0,3,1.0,7.62
200,12,0.3,sync,91,768380345,6,1,0,281680,0,200,1,6,1.0,45.38
200,8,0.2,async,11,990293451,1083,1,0,82400,0,200,1,3,1.0,19.73
200,15,0.05,async,79,1632517546,2734,1,0,74340,0,200,1,3,1.0,70.78
150,8,0.5,sync,102,229010692,3,1,0,117228,0,150,1,6,1.0,19.453333333333333
150,10,0.3,async,67,569367875,847,1,0,111938,0,150,1,4,1.0,31.41333333333333
50,8,0.1,async,114,818653967,925,1,0,2956,174,8,1,0,1.0,19.64
200,15,0.05,sync,41,1140645957,22,1,0,73876,0,200,0,9,1.0,71.62
150,12,0.5,async,76,1420593270,706,1,0,263150,0,150,1,11,1.0,44.89333333333333
50,15,0.2,async,73,638185181,391,1,0,18488,0,50,1,6,1.0,70.88
200,15,0.2,async,83,462683081,1399,1,0,294248,0,200,1,3,1.0,71.77
150,8,0.3,sync,89,1433952903,3,1,0,70674,0,150,0,5,1.0,19.293333333333333
200,8,0.2,async,104,374365839,1422,1,0,83946,0,200,0,6,1.0,20.15
50,15,0.7,sync,71,239431072,5,1,0,64036,0,50,0,12,1.0,66.0
50,15,0.2,sync,95,1302229296,17,0,2,19252,918,1,0,10,1.0,67.32
50,12,0.2,sync,62,1839594010,13,0,2,11284,954,2,1,4,1.0,43.72
50,10,0.7,sync,62,1068048226,3,1,0,28568,0,50,1,4,1.0,30.08
150,5,0.7,sync,10,209386451,3,1,0,62276,0,150,0,4,1.0,7.533333333333333
50,15,0.5,async,100,55403298,232,1,0,47334,0,50,0,14,1.0,68.6
20,8,0.7,sync,6,929483150,3,1,0,2850,0,20,0,3,1.0,17.6
150,8,0.2,async,38,2157913951,911,1,0,46266,0,150,0,7,1.0,19.933333333333334
50,10,0.7,sync,116,1852815879,3,1,0,28982,0,50,0,8,1.0,29.92
20,5,0.7,sync,4,1261538660,4,1,0,1096,0,20,0,4,1.0,6.9
50,15,0.3,async,28,914305286,327,1,0,27108,0,50,1,9,1.0,69.0
20,15,0.3,async,6,1453735422,188,1,0,4018,196,3,0,4,1.0,60.7
50,5,0.3,async,29,987753453,232,1,0,2798,0,50,1,2,1.0,7.44
200,10,0.05,async,26,993898448,1672,1,0,33826,0,200,0,1,1.0,31.66
20,8,0.7,async,53,351531140,72,1,0,2606,0,20,0,0,1.0,17.1
20,10,0.05,sync,78,898718205,11,0,2,742,754,1,1,6,0.3,33.4
150,15,0.7,sync,35,253295075,3,1,0,576052,0,150,1,9,1.0,69.29333333333334
200,15,0.7,async,13,1615359552,1632,1,0,1047346,0,200,0,1,1.0,70.64
150,8,0.7,async,56,2065051055,768,1,0,166018,0,150,0,3,1.0,19.76
150,5,0.3,sync,116,1681010845,3,1,0,27040,0,150,1,0,1.0,7.72
50,15,0.5,sync,112,727240862,6,1,0,43362,0,50,0,2,1.0,67.08
150,15,0.5,async,73,541419370,872,1,0,413300,0,150,1,7,1.0,70.38666666666667
150,5,0.5,async,85,376787442,728,1,0,45610,0,150,0,2,1.0,7.4
20,12,0.2,sync,52,822158909,18,0,2,1550,604,1,1,1,0.95,39.9
20,5,0.2,sync,45,1332003065,11,0,2,366,44,5,0,1,1.0,6.9
200,12,0.3,async,1,849788550,1262,1,0,286274,0,200,1,2,1.0,45.44
100,5,0.05,sync,81,843317017,11,0,2,2076,378,4,0,1,1.0,7.64
200,10,0.1,sync,47,627369418,21,0,2,65042,2030,1,0,9,1.0,31.28
200,5,0.2,sync,62,217439260,5,1,0,31090,0,200,0,4,1.0,7.72
200,8,0.05,async,75,1414675596,2236,1,0,21570,0,200,1,1,1.0,20.06
50,8,0.5,sync,75,1475921378,5,1,0,13026,0,50,1,4,1.0,19.32
20,5,0.7,sync,119,2115633423,2,1,0,1060,0,20,0,3,1.0,6.7
