n,m,p,mode,rep,seed,T_stop,converged,cycle_len,phi_0,phi_f,k_components,winner_flip,winner_item,consensus_frac,delta_FR
20,10,0.1,async,18,180609031,206,1,0,824,46,16,0,0,1.0,25.7
50,15,0.3,async,111,206832236,282,1,0,29472,0,50,0,7,1.0,67.96
100,10,0.1,sync,101,1926248267,12,1,0,16644,0,100,0,9,1.0,31.94
200,5,0.1,async,60,1385825785,1361,1,0,15774,0,200,0,1,1.0,7.51
100,15,0.7,sync,102,834819577,3,1,0,261928,0,100,0,14,1.0,67.84
200,15,0.5,sync,1,131816798,4,1,0,742734,0,200,1,6,1.0,71.29
50,5,0.5,async,87,95426826,182,1,0,4778,0,50,1,0,1.0,7.2
100,12,0.2,async,55,1322138696,840,1,0,47840,0,100,1,11,1.0,45.42
200,8,0.5,sync,14,1238885617,3,1,0,209572,0,200,0,3,1.0,19.85
200,15,0.1,sync,26,1640292785,13,1,0,148604,0,200,0,7,1.0,71.77
50,12,0.5,async,106,2144877245,241,1,0,29292,0,50,0,10,1.0,44.4
200,10,0.3,sync,99,628246109,6,1,0,198218,0,200,0,3,1.0,31.51
50,12,0.1,sync,39,1034551192,22,0,2,6058,552,1,1,9,0.46,42.64
100,5,0.5,async,28,937140597,471,1,0,19612,0,100,1,2,1.0,7.54
50,5,0.2,async,105,137885430,263,1,0,1936,0,50,1,1,1.0,7.88
50,5,0.7,async,76,1445897962,330,1,0,6736,0,50,0,1,1.0,7.04
100,8,0.3,async,94,545417665,630,1,0,31434,0,100,0,1,1.0,20.04
200,10,0.2,sync,27,358583390,4,1,0,127930,0,200,0,7,1.0,32.13
20,12,0.3,sync,11,1893097078,12,1,0,3082,0,20,0,2,1.0,41.5
20,5,0.1,sync,77,1100882209,5,0,2,168,182,1,0,3,0.3,8.2
100,5,0.3,sync,28,718609368,4,1,0,11890,0,100,1,0,1.0,7.64
50,12,0.05,sync,86,1997133290,40,0,2,3474,1164,4,1,1,0.84,38.8
50,12,0.2,async,44,1554311232,277,1,0,12010,0,50,0,0,1.0,43.64
100,8,0.3,async,20,1824381671,631,1,0,30588,0,100,0,5,1.0,20.62
100,5,0.1,sync,8,32477955,8,1,0,3716,0,100,0,1,1.0,7.3
20,5,0.5,sync,114,523950612,2,1,0,756,0,20,0,1,1.0,6.5
100,10,0.3,async,109,1841203229,488,1,0,48836,0,100,0,4,1.0,30.7
200,12,0.05,async,93,1621945695,2447,1,0,49404,614,7,1,1,1.0,46.01
50,5,0.3,async,18,1276814646,220,1,0,2894,0,50,1,0,1.0,7.44
50,10,0.7,async,83,1477832957,118,1,0,27006,0,50,1,9,1.0,29.0
200,15,0.05,async,38,1845620199,2666,1,0,71610,0,200,1,2,1.0,72.25
100,12,0.2,sync,18,1254981326,8,1,0,49684,0,100,1,3,1.0,44.8
20,5,0.7,sync,23,1825236167,3,1,0,1056,0,20,0,3,1.0,6.9
100,5,0.2,async,76,2007835491,776,1,0,8102,0,100,1,3,1.0,7.54
20,8,0.7,async,39,1981090000,107,1,0,2652,0,20,0,5,1.0,17.2
50,15,0.3,async,12,1256932647,244,1,0,26758,0,50,0,12,1.0,69.4
20,15,0.05,async,7,1561848218,315,1,0,1778,194,11,1,2,0.65,63.0
20,10,0.1,sync,105,2128735298,13,0,2,762,578,1,1,3,0.55,33.9
50,8,0.1,sync,31,1573087620,20,0,2,2414,884,1,0,4,0.4,16.72
20,8,0.1,sync,90,479765506,6,0,2,518,426,1,1,1,0.5,13.7
20,15,0.5,sync,22,2012123318,7,1,0,6438,0,20,0,2,1.0,64.6
20,10,0.3,sync,111,149458275,13,0,2,1930,430,1,1,6,1.0,29.3
200,10,0.3,async,86,337015176,1434,1,0,199622,0,200,0,1,1.0,31.44
50,8,0.2,async,67,1986877343,637,1,0,5186,0,50,1,2,1.0,19.84
100,15,0.7,async,45,1997850077,515,1,0,258038,0,100,0,1,1.0,70.16
150,8,0.5,sync,81,525865334,4,1,0,117476,0,150,1,6,1.0,19.986666666666668
20,8,0.2,async,73,987950014,147,1,0,1058,8,16,1,0,1.0,20.1
20,5,0.7,sync,57,378768183,3,1,0,954,0,20,1,0,1.0,6.9
50,10,0.3,sync,41,358821794,9,1,0,12154,0,50,0,3,1.0,30.6
150,5,0.3,async,43,991567045,667,1,0,25728,0,150,0,1,1.0,7.453333333333333
150,15,0.05,async,75,1228174365,1358,1,0,41350,0,150,0,7,1.0,71.28
100,5,0.3,sync,61,1800231663,5,1,0,11912,0,100,0,2,1.0,7.36
200,8,0.5,async,19,1991297709,1400,1,0,210516,0,200,0,4,1.0,20.35
150,10,0.7,sync,67,868809576,3,1,0,257434,0,150,0,9,1.0,30.96
20,5,0.1,sync,6,1039348548,11,0,2,202,160,5,1,1,0.4,8.7
50,10,0.5,async,31,434086711,348,1,0,19422,0,50,1,0,1.0,30.16
100,12,0.3,async,29,382911374,471,1,0,69996,0,100,0,7,1.0,44.04
150,5,0.1,sync,21,1731707083,6,1,0,8712,0,150,0,4,1.0,7.386666666666667
100,5,0.7,sync,117,1976928265,3,1,0,27584,0,100,0,0,1.0,7.56
20,8,0.7,async,34,1935317281,48,1,0,3042,0,20,1,0,1.0,18.9
20,15,0.5,async,117,2047603780,74,1,0,6632,0,20,1,5,1.0,61.3
150,8,0.05,async,93,686725591,2335,1,0,11600,0,150,0,0,1.0,20.56
150,8,0.5,async,60,1529359349,881,1,0,117088,0,150,1,0,1.0,20.33333333333333
50,12,0.05,sync,28,686647400,30,0,2,3592,1946,1,1,3,0.32,40.16
100,10,0.5,async,16,405378085,446,1,0,83588,0,100,1,0,1.0,31.52
50,15,0.5,sync,84,1838874934,5,1,0,46646,0,50,0,11,1.0,67.52
150,15,0.05,async,36,481385982,2001,1,0,41656,0,150,1,1,1.0,71.74666666666667
50,5,0.7,async,112,1286361477,277,1,0,6888,0,50,1,3,1.0,7.28
100,10,0.5,async,28,1783855022,404,1,0,80712,0,100,0,8,1.0,31.1
100,5,0.2,sync,43,1462397734,5,1,0,8260,0,100,0,4,1.0,7.72
20,10,0.3,sync,54,605849402,14,0,2,1830,84,1,0,5,0.55,27.2
20,5,0.7,sync,66,850920252,3,1,0,1102,0,20,0,4,1.0,7.5
50,12,0.3,async,0,1497442719,254,1,0,17354,0,50,0,3,1.0,43.2
20,10,0.3,sync,109,1010010424,13,1,0,1738,0,20,1,1,1.0,27.1
50,10,0.3,async,45,1491840517,347,1,0,11752,0,50,0,1,1.0,29.68
50,12,0.7,sync,14,167325560,4,1,0,41054,0,50,1,7,1.0,44.08
50,12,0.5,async,111,43166316,262,1,0,29212,0,50,1,8,1.0,44.28
20,5,0.2,sync,53,136617004,11,0,2,322,128,1,0,0,1.0,7.3
20,5,0.2,sync,40,1286230346,10,0,2,272,22,9,0,1,0.85,7.3
200,8,0.3,sync,63,1712388719,6,1,0,124538,0,200,0,5,1.0,19.83
100,5,0.3,sync,30,2005540867,3,1,0,12344,0,100,0,4,1.0,7.34
50,15,0.1,async,37,982755705,601,1,0,8810,390,7,0,5,0.58,68.76
50,5,0.5,async,72,2105592317,300,1,0,4818,0,50,1,4,1.0,7.64
150,10,0.1,async,99,2047314963,1127,1,0,36154,0,150,1,7,1.0,32.48
150,10,0.1,async,11,561531646,1125,1,0,37254,0,150,0,0,1.0,31.30666666666667
100,12,0.1,sync,91,810757817,10,1,0,24110,0,100,0,2,1.0,44.26
20,15,0.7,sync,79,435399936,7,0,2,9166,158,1,1,4,1.0,63.1
100,10,0.5,sync,26,1033108061,4,1,0,82490,0,100,0,3,1.0,29.94
100,10,0.1,sync,26,1338996369,12,1,0,16862,0,100,1,4,1.0,31.16
50,15,0.2,async,3,96706002,408,1,0,17868,0,50,0,13,1.0,69.12
20,5,0.1,async,15,186940387,110,1,0,158,10,17,0,0,0.85,5.7
100,5,0.1,sync,2,466650754,5,1,0,3990,0,100,0,2,1.0,7.12
20,12,0.2,async,21,1734107486,105,1,0,1830,176,6,0,1,0.85,39.5
200,5,0.05,async,81,452006158,2393,1,0,8196,0,200,1,1,1.0,7.59
200,10,0.7,async,51,1122026104,1498,1,0,455894,0,200,1,3,1.0,31.89
50,5,0.1,sync,97,1080765984,17,0,2,918,296,2,0,3,0.5,7.96
150,10,0.7,sync,22,556193992,4,1,0,256756,0,150,1,2,1.0,31.16
100,12,0.5,async,86,1265075050,523,1,0,115186,0,100,1,5,1.0,44.4
20,8,0.2,sync,95,340504186,9,0,2,810,576,1,1,2,0.5,21.5
200,10,0.7,async,27,512555878,1051,1,0,455446,0,200,1,8,1.0,31.23
200,15,0.2,sync,47,1257742991,4,1,0,292320,0,200,1,2,1.0,71.13
20,8,0.1,sync,23,844611195,12,0,2,532,218,3,1,0,0.45,13.7
200,15,0.5,sync,42,2165536680,4,1,0,746048,0,200,0,10,1.0,71.21
50,8,0.3,async,14,604917898,282,1,0,7608,0,50,0,2,1.0,19.16
100,10,0.05,sync,27,321424753,17,0,2,8394,752,2,1,2,0.79,31.62
150,8,0.1,async,107,434372229,901,1,0,23308,0,150,1,0,1.0,19.813333333333333
20,5,0.2,sync,108,540778026,12,0,2,306,42,4,1,0,1.0,7.8
50,12,0.3,sync,21,493948704,9,1,0,18056,0,50,1,1,1.0,43.48
100,15,0.05,async,78,414627077,2570,1,0,18192,360,13,1,1,1.0,72.6
200,12,0.7,sync,4,2055555119,3,1,0,661740,0,200,0,3,1.0,45.1
20,5,0.1,sync,110,35020856,11,0,2,180,156,1,1,0,0.55,8.5
200,10,0.2,async,92,1461590336,1550,1,0,129122,0,200,0,9,1.0,31.65
200,5,0.1,async,62,525273636,1530,1,0,15926,0,200,0,0,1.0,7.87
150,10,0.7,sync,87,952561565,3,1,0,256028,0,150,0,1,1.0,31.186666666666667
150,5,0.1,sync,66,2044322667,8,1,0,9578,0,150,0,2,1.0,7.76
200,15,0.7,async,8,1569586833,919,1,0,1041754,0,200,0,10,1.0,71.46
20,15,0.05,async,96,420202369,113,1,0,1498,162,15,1,3,0.85,59.8
50,5,0.3,async,28,1368360084,226,1,0,2848,0,50,0,2,1.0,7.68
200,8,0.5,async,100,2144376808,1042,1,0,206254,0,200,1,0,1.0,19.58
50,8,0.7,sync,93,1917990847,4,1,0,17930,0,50,1,1,1.0,19.52
100,12,0.5,sync,74,1327442388,4,1,0,120094,0,100,0,9,1.0,45.5
50,15,0.7,async,84,1943940751,231,1,0,63888,0,50,1,0,1.0,67.72
50,12,0.3,sync,86,989655164,13,1,0,18652,0,50,1,1,1.0,42.92
150,15,0.2,async,112,1290282180,1200,1,0,167056,0,150,1,11,1.0,70.81333333333333
200,12,0.2,sync,61,1783392163,5,1,0,188156,0,200,1,10,1.0,45.55
150,15,0.1,async,10,1369432890,1260,1,0,86916,0,150,0,9,1.0,73.34666666666666
50,10,0.3,sync,106,755189367,8,1,0,12472,0,50,0,2,1.0,30.36
100,5,0.1,async,90,511589796,696,1,0,4136,0,100,0,2,1.0,7.54
100,12,0.5,sync,24,969054085,4,1,0,117552,0,100,1,4,1.0,44.5
200,5,0.05,async,88,1784710376,1460,1,0,7834,0,200,0,0,1.0,7.71
100,5,0.1,async,98,1463687383,834,1,0,4078,0,100,0,4,1.0,7.14
50,8,0.2,sync,110,1648084853,11,1,0,4650,0,50,1,3,1.0,18.88
100,5,0.2,sync,117,282772615,4,1,0,7962,0,100,0,0,1.0,7.36
150,15,0.1,sync,109,1760176754,11,1,0,80534,0,150,1,1,1.0,71.09333333333333
20,8,0.7,async,69,2156387427,52,1,0,2780,0,20,1,3,1.0,17.8
150,10,0.7,async,92,1704973657,934,1,0,259632,0,150,1,4,1.0,31.826666666666668
50,12,0.2,sync,3,1009053638,11,1,0,10648,0,50,1,2,1.0,45.2
200,10,0.2,async,14,67352457,965,1,0,134972,0,200,0,9,1.0,31.38
150,10,0.05,sync,78,481806548,28,0,2,17774,458,15,0,2,1.0,31.01333333333333
100,8,0.3,sync,11,546251342,5,1,0,30526,0,100,0,0,1.0,20.16
50,5,0.5,async,3,1330873243,256,1,0,4728,0,50,0,2,1.0,6.96
50,12,0.2,sync,115,956823533,11,1,0,12912,0,50,0,10,1.0,43.76
200,12,0.05,sync,43,556918019,20,1,0,45682,0,200,0,2,1.0,45.88
20,10,0.3,async,43,1717834013,184,1,0,2226,0,20,0,0,1.0,26.7
150,15,0.3,async,39,380232724,876,1,0,252692,0,150,1,4,1.0,70.72
50,8,0.7,async,94,2144684702,207,1,0,19108,0,50,0,7,1.0,19.44
20,15,0.5,sync,78,1936338822,7,1,0,6672,0,20,1,3,1.0,64.5
150,8,0.7,sync,70,1876336470,3,1,0,165596,0,150,0,3,1.0,19.68
20,8,0.3,sync,34,959251652,11,0,2,1078,524,1,1,1,0.55,22.3
50,12,0.7,sync,7,982104990,3,1,0,40118,0,50,0,6,1.0,42.08
50,12,0.3,sync,93,174875734,7,1,0,17672,0,50,0,1,1.0,44.2
20,12,0.05,async,75,188560372,151,1,0,954,186,11,1,4,0.45,35.2
150,10,0.1,sync,13,1141823772,10,1,0,37838,0,150,1,1,1.0,31.08
150,12,0.7,async,34,607408148,1031,1,0,369526,0,150,1,1,1.0,44.86666666666667
50,10,0.5,async,73,1987861075,226,1,0,19054,0,50,0,4,1.0,28.8
150,12,0.1,async,10,636299959,1428,1,0,51636,0,150,0,4,1.0,44.54666666666667
20,10,0.2,sync,52,509227148,21,0,2,1096,278,1,0,1,0.65,29.0
20,10,0.7,async,115,227823705,51,1,0,4544,0,20,1,3,1.0,30.5
200,12,0.05,async,18,1134032684,1655,1,0,47884,0,200,0,0,1.0,46.03
100,5,0.1,sync,77,954563765,6,1,0,3990,0,100,0,0,1.0,7.76
200,8,0.7,async,69,1748112456,1339,1,0,293846,0,200,0,1,1.0,19.8
20,10,0.7,async,101,1857382565,156,1,0,4342,0,20,1,0,1.0,28.5
100,12,0.05,sync,91,997196931,27,0,2,11840,928,1,1,0,1.0,46.04
200,15,0.05,async,33,1799847480,2241,1,0,75866,0,200,0,11,1.0,71.35
20,8,0.3,async,116,649987801,84,1,0,938,104,6,0,6,1.0,18.2
200,12,0.2,async,112,320329560,1494,1,0,188836,0,200,0,11,1.0,45.14
100,5,0.3,sync,52,1328079594,5,1,0,11490,0,100,1,0,1.0,7.36
200,8,0.5,async,40,1793781954,1575,1,0,208854,0,200,0,7,1.0,20.09
50,12,0.5,sync,50,1414683481,5,1,0,29620,0,50,1,1,1.0,43.64
100,5,0.5,async,85,480749470,507,1,0,19986,0,100,0,1,1.0,7.52
20,15,0.3,async,43,814253419,249,1,0,4344,0,20,1,1,1.0,64.1
150,5,0.1,sync,22,1351100452,8,1,0,9080,0,150,0,1,1.0,7.733333333333333
20,12,0.2,sync,55,1728483777,13,0,2,1584,536,1,1,0,0.55,45.0
200,12,0.2,sync,42,1219694656,5,1,0,185656,0,200,0,2,1.0,45.29
50,12,0.1,sync,58,1598248699,18,0,2,5586,434,1,0,4,0.76,44.24
150,12,0.7,sync,34,2048252423,3,1,0,371684,0,150,0,10,1.0,45.653333333333336
100,15,0.5,sync,90,57916196,5,1,0,185184,0,100,1,7,1.0,69.92
150,12,0.05,async,116,1910663730,1323,1,0,26142,0,150,0,0,1.0,46.10666666666667
100,8,0.3,async,27,1009602241,525,1,0,31560,0,100,0,0,1.0,19.98
50,8,0.3,sync,30,1703134812,13,1,0,7950,0,50,0,6,1.0,19.84
20,8,0.5,async,65,184097985,102,1,0,1732,0,20,1,0,1.0,18.8
100,15,0.1,async,96,367171251,1004,1,0,35488,0,100,1,6,1.0,70.5
200,5,0.05,async,96,589324315,1397,1,0,8064,0,200,0,1,1.0,7.83
20,10,0.05,sync,94,556090844,6,0,2,676,682,1,1,0,0.3,13.1
20,12,0.2,async,98,1460807235,296,1,0,1680,66,3,1,0,1.0,42.9
100,8,0.05,async,86,1475923177,2906,1,0,5420,174,37,1,0,0.53,20.18
20,15,0.2,async,114,287051391,206,1,0,2738,518,4,1,3,0.5,61.1
150,8,0.3,sync,81,481855316,5,1,0,70116,0,150,1,0,1.0,20.05333333333333
200,5,0.1,async,46,867900997,1248,1,0,15664,0,200,1,0,1.0,7.67
100,8,0.2,async,83,1639626841,505,1,0,21076,0,100,0,3,1.0,20.24
100,12,0.7,async,98,1458139395,329,1,0,161214,0,100,1,3,1.0,43.58
100,8,0.7,sync,86,2139584314,4,1,0,72792,0,100,0,3,1.0,20.18
50,10,0.7,async,4,464201709,184,1,0,28118,0,50,1,6,1.0,29.52
200,5,0.05,sync,80,225312303,15,1,0,7990,0,200,0,2,1.0,7.74
150,8,0.1,async,43,1705542786,1200,1,0,21742,0,150,1,3,1.0,20.106666666666666
100,12,0.7,async,103,1503912114,514,1,0,164064,0,100,0,10,1.0,43.88
200,5,0.1,sync,109,1418181346,7,1,0,16034,0,200,0,0,1.0,7.69
200,15,0.3,sync,89,1352108283,5,1,0,442956,0,200,0,0,1.0,71.24
100,10,0.5,async,23,1738082303,648,1,0,80430,0,100,0,6,1.0,31.1
50,10,0.5,async,5,685168634,173,1,0,20192,0,50,0,0,1.0,30.36
20,15,0.2,sync,35,714264418,21,0,2,2958,736,1,0,5,0.65,73.3
50,5,0.05,sync,86,732862192,9,0,2,538,512,1,1,0,0.46,8.28
200,8,0.2,async,109,420138558,1271,1,0,82566,0,200,0,7,1.0,20.29
150,12,0.7,async,107,1955873308,789,1,0,370264,0,150,0,1,1.0,44.76
50,8,0.3,async,45,399608694,309,1,0,7638,0,50,1,7,1.0,18.28
150,12,0.7,sync,102,1203461216,4,1,0,366552,0,150,0,3,1.0,44.013333333333335
100,5,0.7,sync,100,552678609,3,1,0,27620,0,100,1,1,1.0,7.68
100,8,0.2,sync,71,1701994179,9,1,0,19842,0,100,1,1,1.0,20.3
20,5,0.5,sync,91,1582018516,6,1,0,764,0,20,0,1,1.0,6.8
100,10,0.05,sync,117,946655921,40,1,0,8310,0,100,1,0,1.0,31.92
50,10,0.05,sync,53,497954322,18,0,2,2624,584,1,1,0,0.6,29.48
50,8,0.05,async,74,2062329765,762,1,0,1764,188,14,1,1,0.64,18.72
50,10,0.3,async,28,67590861,335,1,0,11508,0,50,1,7,1.0,30.72
50,12,0.7,async,74,2129219524,237,1,0,40642,0,50,1,4,1.0,43.56
150,12,0.7,sync,21,1050382117,3,1,0,372900,0,150,0,7,1.0,44.78666666666667
100,10,0.5,sync,117,1277732598,4,1,0,80558,0,100,0,5,1.0,31.16
100,10,0.2,sync,15,1273262583,8,1,0,31380,0,100,1,0,1.0,31.3
200,8,0.1,sync,28,1841216899,5,1,0,42780,0,200,0,0,1.0,19.94
50,15,0.7,sync,25,406761006,6,1,0,63688,0,50,0,11,1.0,67.72
100,12,0.7,async,63,1237069249,538,1,0,163942,0,100,0,2,1.0,44.3
150,10,0.2,sync,101,125328462,7,1,0,71630,0,150,1,1,1.0,31.226666666666667
200,12,0.2,sync,66,1829164882,6,1,0,186742,0,200,0,3,1.0,45.53
50,5,0.2,sync,82,1342252824,10,1,0,2086,0,50,1,1,1.0,7.4
50,8,0.7,async,88,431373853,202,1,0,17934,0,50,0,1,1.0,18.8
100,15,0.1,sync,108,1891947678,20,1,0,35404,0,100,0,3,1.0,69.66
200,15,0.2,async,102,1026380588,1243,1,0,295186,0,200,0,10,1.0,73.16
200,5,0.5,async,113,1271587677,868,1,0,79066,0,200,1,4,1.0,7.65
150,5,0.2,async,20,1979657959,644,1,0,17448,0,150,0,1,1.0,7.24
150,8,0.3,async,63,244190551,1005,1,0,70726,0,150,0,7,1.0,19.066666666666663
50,5,0.2,async,32,936903918,197,1,0,2060,0,50,0,3,1.0,7.56
20,15,0.1,sync,117,1425370901,14,0,2,2022,620,1,1,0,0.8,57.7
100,8,0.2,async,61,169604466,570,1,0,20446,0,100,1,2,1.0,20.34
150,10,0.2,sync,100,505935093,4,1,0,73938,0,150,0,1,1.0,31.386666666666667
200,12,0.05,sync,15,1668552091,15,0,2,47248,1000,3,1,0,1.0,45.65
50,5,0.7,async,14,1856516370,187,1,0,6682,0,50,0,0,1.0,7.08
200,10,0.7,sync,60,887538800,3,1,0,454196,0,200,1,2,1.0,30.77
20,5,0.5,async,30,1582014848,168,1,0,808,0,20,1,0,1.0,7.1
150,10,0.1,sync,43,1317121199,7,1,0,36524,0,150,0,2,1.0,31.133333333333333
200,12,0.7,async,111,516708020,1618,1,0,667080,0,200,1,5,1.0,45.79
20,10,0.05,sync,99,601863563,14,0,2,566,366,1,1,0,0.45,24.2
20,12,0.3,sync,28,1169863086,10,0,2,2694,116,3,0,6,1.0,42.6
100,8,0.05,async,30,1551707673,2129,1,0,5478,0,100,1,0,1.0,20.12
100,15,0.3,async,13,1577684838,625,1,0,113082,0,100,0,14,1.0,70.16
200,15,0.05,sync,47,706473158,22,1,0,78920,0,200,1,3,1.0,71.92
50,12,0.05,async,54,2046864587,516,1,0,3172,434,18,1,0,0.42,39.64
20,12,0.5,async,26,855062792,53,1,0,5248,0,20,1,4,1.0,42.7
50,8,0.7,sync,35,607504957,2,1,0,17692,0,50,0,7,1.0,19.28
150,8,0.3,sync,40,694957969,5,1,0,71298,0,150,0,1,1.0,19.613333333333333
100,8,0.3,async,21,1344436153,555,1,0,29762,0,100,1,0,1.0,19.32
20,12,0.05,sync,13,2040023055,7,0,2,1016,832,1,1,1,0.35,47.0
100,8,0.5,async,116,1527331896,490,1,0,51302,0,100,1,6,1.0,19.54
20,10,0.5,sync,64,58226935,9,1,0,2920,0,20,0,4,1.0,26.6
150,12,0.5,async,94,217413760,1034,1,0,267616,0,150,1,11,1.0,45.2
150,5,0.1,async,118,200653433,973,1,0,8630,0,150,0,2,1.0,7.346666666666667
200,12,0.7,sync,56,1553391273,3,1,0,664040,0,200,1,10,1.0,45.27
150,8,0.05,sync,49,1434347651,13,0,2,12420,682,5,0,2,1.0,19.88
20,5,0.3,async,112,1794977447,130,1,0,414,24,8,0,0,1.0,6.2
50,5,0.2,sync,2,808567094,9,1,0,1836,0,50,0,3,1.0,7.72
20,8,0.2,sync,2,956431798,12,0,2,702,80,9,0,0,1.0,17.6
200,8,0.05,async,53,2092136869,1625,1,0,20762,0,200,0,2,1.0,19.98
200,10,0.2,async,117,1690453931,1620,1,0,129872,0,200,1,2,1.0,31.45
50,8,0.5,async,82,124957410,226,1,0,12574,0,50,0,1,1.0,19.24
150,8,0.05,async,96,1593050459,1466,1,0,12244,0,150,1,3,1.0,20.346666666666668
200,5,0.2,sync,93,2159613704,4,1,0,32994,0,200,0,1,1.0,7.75
150,10,0.5,sync,111,1894505520,6,1,0,183058,0,150,1,5,1.0,31.04
50,12,0.2,sync,46,34737723,10,1,0,11876,0,50,0,3,1.0,44.4
150,8,0.05,sync,0,596013830,13,1,0,12086,0,150,1,0,1.0,20.2
150,8,0.2,async,105,1693729375,817,1,0,48472,0,150,0,4,1.0,19.72
150,10,0.05,async,78,1188445921,2475,1,0,17942,0,150,1,0,1.0,30.826666666666668
20,5,0.2,async,71,1903844560,88,1,0,302,24,14,1,1,1.0,7.5
100,5,0.2,async,55,157206485,785,1,0,8102,0,100,1,2,1.0,7.48
100,10,0.5,async,1,268059928,688,1,0,82008,0,100,0,2,1.0,30.64
20,8,0.1,sync,35,75604484,19,0,2,736,80,4,1,0,1.0,19.5
100,5,0.2,sync,47,1988115971,3,1,0,8174,0,100,0,4,1.0,7.26
100,12,0.1,sync,72,247060310,19,1,0,23522,0,100,0,5,1.0,45.14
20,12,0.7,async,31,1641424753,89,1,0,6418,0,20,1,0,1.0,40.7
50,5,0.5,sync,0,1289092732,3,1,0,4772,0,50,0,1,1.0,7.12
200,8,0.1,sync,48,1924968888,12,1,0,40954,0,200,1,1,1.0,20.04
50,10,0.3,sync,31,267276356,5,1,0,11716,0,50,0,8,1.0,29.92
150,12,0.3,async,28,2083644634,770,1,0,159158,0,150,0,8,1.0,45.57333333333333
50,15,0.5,async,74,306485221,239,1,0,45216,0,50,1,7,1.0,67.52
150,15,0.2,async,24,1951982511,855,1,0,166816,0,150,1,2,1.0,70.86666666666666
50,5,0.7,sync,76,739258589,3,1,0,6778,0,50,0,0,1.0,7.0
20,5,0.1,async,84,1109026197,129,1,0,208,30,15,0,0,0.75,6.2
50,5,0.2,async,0,1522819753,313,1,0,1850,0,50,1,0,1.0,7.84
100,10,0.5,async,75,1235918457,476,1,0,81782,0,100,1,1,1.0,31.54
20,12,0.05,async,73,1049112521,99,1,0,974,200,10,1,1,0.35,36.7
200,15,0.2,async,39,1916944514,1809,1,0,299294,0,200,1,2,1.0,71.52
50,15,0.1,async,96,1813296077,676,1,0,9674,624,1,1,1,1.0,65.48
150,5,0.7,async,74,1792338915,747,1,0,62794,0,150,1,1,1.0,7.626666666666667
150,15,0.1,async,119,410877917,1333,1,0,85202,0,150,0,14,1.0,71.94666666666667
20,15,0.1,sync,49,23339573,13,0,2,2146,1916,1,0,0,0.45,75.9
50,10,0.7,sync,32,892750799,4,1,0,29722,0,50,0,8,1.0,30.24
100,15,0.1,sync,82,2143029601,18,1,0,35926,0,100,1,3,1.0,69.46
200,10,0.7,async,4,1669962669,1056,1,0,459896,0,200,1,0,1.0,31.43
50,15,0.5,async,55,1890271362,232,1,0,43754,0,50,1,14,1.0,67.44
150,12,0.2,sync,93,915537318,7,1,0,106676,0,150,1,1,1.0,44.82666666666667
150,5,0.5,async,59,627869365,605,1,0,44728,0,150,0,1,1.0,7.773333333333333
20,8,0.3,async,109,1464767231,92,1,0,1224,60,4,0,1,1.0,19.6
100,15,0.5,sync,15,1618147946,6,1,0,184206,0,100,1,8,1.0,68.7
20,8,0.1,async,51,1798724452,142,1,0,494,54,12,0,0,1.0,17.7
200,10,0.1,async,104,877617664,1687,1,0,68250,0,200,1,1,1.0,32.09
150,15,0.5,sync,32,2096027411,4,1,0,411222,0,150,1,12,1.0,70.64
200,15,0.7,sync,64,2129325762,3,1,0,1043394,0,200,1,6,1.0,70.98
150,15,0.2,async,15,1479830442,766,1,0,170196,0,150,1,1,1.0,70.44
150,5,0.2,sync,25,1219452418,4,1,0,17808,0,150,0,2,1.0,7.626666666666667
50,12,0.3,async,105,112508396,207,1,0,17540,0,50,0,6,1.0,42.36
150,15,0.2,async,23,284444381,1071,1,0,165036,0,150,1,10,1.0,71.88
50,5,0.5,sync,45,2129980385,3,1,0,4734,0,50,0,0,1.0,7.32
50,8,0.5,sync,43,2161176100,4,1,0,12966,0,50,0,1,1.0,18.92
150,8,0.3,sync,34,1029791881,5,1,0,72520,0,150,1,4,1.0,20.106666666666666
100,8,0.1,async,26,887168335,1061,1,0,10144,0,100,0,0,1.0,20.6
200,10,0.7,sync,92,301622965,3,1,0,460728,0,200,0,6,1.0,31.42
200,12,0.05,async,79,1104020907,2295,1,0,44858,0,200,1,0,1.0,45.33
50,12,0.1,async,84,2053806149,1100,1,0,6324,0,50,1,4,1.0,45.36
100,8,0.5,async,87,872088951,476,1,0,52044,0,100,1,0,1.0,19.38
150,12,0.3,sync,33,1422777980,6,1,0,159978,0,150,0,7,1.0,44.84
200,12,0.2,sync,9,138072361,5,1,0,187262,0,200,1,6,1.0,44.59
20,15,0.5,sync,1,161494312,7,1,0,7272,0,20,1,3,1.0,64.9
20,15,0.7,async,81,380826047,64,1,0,9760,0,20,1,4,1.0,66.3
150,8,0.05,sync,41,482250064,13,1,0,11286,0,150,0,0,1.0,20.37333333333333
100,8,0.3,sync,87,653557722,4,1,0,31752,0,100,0,0,1.0,20.06
50,8,0.5,sync,71,1049542028,4,1,0,12920,0,50,0,0,1.0,19.16
50,12,0.3,async,69,272044881,294,1,0,17674,0,50,0,2,1.0,46.52
100,15,0.5,async,39,786773897,533,1,0,185434,0,100,1,0,1.0,69.74
20,10,0.05,sync,45,1964579558,10,0,2,630,496,1,0,1,0.5,22.7
20,12,0.2,sync,59,2154863127,11,0,2,1978,584,1,1,0,1.0,43.7
